,Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides C1,Peptides C2,Peptides C3,Peptides E1_24,Peptides E1_48,Peptides E2_24,Peptides E2_48,Peptides E3_24,Peptides E3_48,Razor + unique peptides C1,Razor + unique peptides C2,Razor + unique peptides C3,Razor + unique peptides E1_24,Razor + unique peptides E1_48,Razor + unique peptides E2_24,Razor + unique peptides E2_48,Razor + unique peptides E3_24,Razor + unique peptides E3_48,Unique peptides C1,Unique peptides C2,Unique peptides C3,Unique peptides E1_24,Unique peptides E1_48,Unique peptides E2_24,Unique peptides E2_48,Unique peptides E3_24,Unique peptides E3_48,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Score,Sequence coverage C1 [%],Sequence coverage C2 [%],Sequence coverage C3 [%],Sequence coverage E1_24 [%],Sequence coverage E1_48 [%],Sequence coverage E2_24 [%],Sequence coverage E2_48 [%],Sequence coverage E3_24 [%],Sequence coverage E3_48 [%],Intensity,Intensity C1,Intensity C2,Intensity C3,Intensity E1_24,Intensity E1_48,Intensity E2_24,Intensity E2_48,Intensity E3_24,Intensity E3_48,iBAQ peptides,iBAQ,iBAQ C1,iBAQ C2,iBAQ C3,iBAQ E1_24,iBAQ E1_48,iBAQ E2_24,iBAQ E2_48,iBAQ E3_24,iBAQ E3_48,LFQ intensity C1,LFQ intensity C2,LFQ intensity C3,LFQ intensity E1_24,LFQ intensity E1_48,LFQ intensity E2_24,LFQ intensity E2_48,LFQ intensity E3_24,LFQ intensity E3_48,MS/MS count C1,MS/MS count C2,MS/MS count C3,MS/MS count E1_24,MS/MS count E1_48,MS/MS count E2_24,MS/MS count E2_48,MS/MS count E3_24,MS/MS count E3_48,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Deamidation (NQ) site IDs,Dioxidation (MW) site IDs,Oxidation (M) site IDs,Deamidation (NQ) site positions,Dioxidation (MW) site positions,Oxidation (M) site positions,Taxonomy IDs,unique_int,Gene_id,desc,E1_24,E2_24,E3_24,E1_48,E2_48,E3_48,mean,exp_rank
1535,tr|Q3V117|Q3V117_MOUSE;sp|Q91V92|ACLY_MOUSE;tr|Q3TS02|Q3TS02_MOUSE,tr|Q3V117|Q3V117_MOUSE;sp|Q91V92|ACLY_MOUSE;tr|Q3TS02|Q3TS02_MOUSE,13;13;7,13;13;7,13;13;7,tr|Q3V117|Q3V117_MOUSE ATP-citrate synthase OS=Mus musculus OX=10090 GN=Acly PE=1 SV=1;sp|Q91V92|ACLY_MOUSE ATP-citrate synthase OS=Mus musculus OX=10090 GN=Acly PE=1 SV=1;tr|Q3TS02|Q3TS02_MOUSE ATP-citrate synthase OS=Mus musculus OX=10090 GN=Acly PE=1 SV,3,13,13,13,0,0,0,0,0,13,1,1,2,0,0,0,0,0,13,1,1,2,0,0,0,0,0,13,1,1,2,15.5,15.5,15.5,120.79,1101,1101;1091;491,0.0,33.494,0.0,0.0,0.0,0.0,0.0,15.5,1.0,1.0,2.4,65557000,0,0,0,0,0,62011000,980870,997250,1567000,60,1092600.0,0.0,0.0,0.0,0.0,0.0,1033500.0,16348.0,16621.0,26116.0,0,0,0,0,0,23250000,0,0,0,0,0,0,0,0,14,1,1,2,18,,,,1535,318;1523;2036;2088;2161;2290;2411;4886;5371;10589;10974;11212;14453,True;True;True;True;True;True;True;True;True;True;True;True;True,338;1654;2198;2252;2328;2469;2596;5266;5797;11849;12275;12529;16066,1451;8313;10828;11033;11342;11343;11973;12637;25992;28832;59693;59694;59695;59696;59697;61640;62727;80930,1587;9263;11961;12181;12513;12514;13195;13955;28640;31812;67029;67030;67031;67032;67033;69163;70328;90372,1587;9263;11961;12181;12513;13195;13955;28640;31812;67029;69163;70328;90372,,,,,,,-1;-1;-1,13,tr|Q3V117|Q3V117_MOUSE,tr|Q3V117|Q3V117_MOUSE ATP-citrate synthase,0.0,1033500.0,16621.0,0.0,16348.0,26116.0,273146.25,52.0
618,sp|P63094|GNAS2_MOUSE;sp|Q6R0H7|GNAS1_MOUSE;tr|A0A571BEI3|A0A571BEI3_MOUSE;tr|Z4YKV1|Z4YKV1_MOUSE;tr|A0A571BEM2|A0A571BEM2_MOUSE;tr|A2A610|A2A610_MOUSE;tr|A0A571BE25|A0A571BE25_MOUSE;tr|A0A571BGH5|A0A571BGH5_MOUSE;tr|A0A571BEG2|A0A571BEG2_MOUSE,sp|P63094|GNAS2_MOUSE;sp|Q6R0H7|GNAS1_MOUSE;tr|A0A571BEI3|A0A571BEI3_MOUSE;tr|Z4YKV1|Z4YKV1_MOUSE;tr|A0A571BEM2|A0A571BEM2_MOUSE,5;5;4;4;3;2;2;1;1,4;4;4;3;3;1;2;1;1,4;4;4;3;3;1;2;1;1,sp|P63094|GNAS2_MOUSE Guanine nucleotide-binding protein G(s) subunit alpha isoforms short OS=Mus musculus OX=10090 GN=Gnas PE=1 SV=1;sp|Q6R0H7|GNAS1_MOUSE Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Mus musculus OX=10090 GN=Gnas,9,5,4,4,1,0,0,1,4,2,2,2,1,0,0,0,1,3,1,1,2,0,0,0,0,1,3,1,1,2,0,16.8,14.0,14.0,45.663000000000004,394,394;1133;335;379;237;91;153;32;140,0.0,7.0845,2.8,0.0,0.0,4.1,14.5,6.9,6.9,6.3,2.8,25788000,0,0,0,3143200,8823900,5881500,4158300,3781000,0,20,1289400.0,0.0,0.0,0.0,157160.0,441200.0,294080.0,207920.0,189050.0,0.0,0,0,0,0,6577600,0,0,0,0,0,0,0,1,2,1,1,2,0,7,,,,618,5600;7703;8043;13815;14981,True;False;True;True;True,6046;8347;8717;15371;16629,30252;42424;42425;42426;42427;42428;44149;77562;84125;84126;84127;84128;84129,33461;47203;47204;47205;47206;47207;49089;86762;94523;94524;94525;94526;94527,33461;47206;49089;86762;94526,240;241,,,66;69,,,-1;-1;-1;-1;-1;-1;-1;-1;-1,4,sp|P63094|GNAS2_MOUSE,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,157160.0,294080.0,189050.0,441200.0,207920.0,0.0,257882.0,53.0
708,sp|Q00993|UFO_MOUSE;tr|Q6PE80|Q6PE80_MOUSE;tr|F6YPR4|F6YPR4_MOUSE,sp|Q00993|UFO_MOUSE;tr|Q6PE80|Q6PE80_MOUSE;tr|F6YPR4|F6YPR4_MOUSE,6;6;3,6;6;3,6;6;3,sp|Q00993|UFO_MOUSE Tyrosine-protein kinase receptor UFO OS=Mus musculus OX=10090 GN=Axl PE=1 SV=2;tr|Q6PE80|Q6PE80_MOUSE Axl protein OS=Mus musculus OX=10090 GN=Axl PE=1 SV=1;tr|F6YPR4|F6YPR4_MOUSE Tyrosine-protein kinase receptor UFO (Fragment) OS=Mus mu,3,6,6,6,0,0,0,6,5,1,0,1,0,0,0,0,6,5,1,0,1,0,0,0,0,6,5,1,0,1,0,9.7,9.7,9.7,98.19,888,888;879;188,0.0,12.798,0.0,0.0,0.0,9.7,7.5,1.7,0.0,1.2,0.0,36421000,0,0,0,14518000,14094000,4921300,0,2887600,0,43,847000.0,0.0,0.0,0.0,337630.0,327770.0,114450.0,0.0,67154.0,0.0,0,0,0,13383000,11641000,0,0,0,0,0,0,0,6,6,1,0,1,0,14,,,,708,3623;4397;7237;8192;10833;14662,True;True;True;True;True;True,3908;4735;7848;8882;8883;12116;16289,19063;19064;19065;23228;23229;39775;39776;45009;45010;45011;60972;82470;82471;82472,21124;21125;21126;25564;25565;44107;44108;50103;50104;50105;68401;92743;92744;92745,21125;25564;44108;50103;68401;92745,,,,,,,-1;-1;-1,6,sp|Q00993|UFO_MOUSE,Tyrosine-protein kinase receptor UFO,337630.0,114450.0,67154.0,327770.0,0.0,0.0,211751.0,54.0
614,tr|A0A1B0GRX7|A0A1B0GRX7_MOUSE;tr|Q99KH2|Q99KH2_MOUSE;sp|P63034|CYH2_MOUSE;tr|A0A1B0GRZ2|A0A1B0GRZ2_MOUSE;tr|A0A1B0GRM7|A0A1B0GRM7_MOUSE;tr|A0A1Y7VIW9|A0A1Y7VIW9_MOUSE;tr|A0A1B0GRB2|A0A1B0GRB2_MOUSE;tr|A0A1B0GRB8|A0A1B0GRB8_MOUSE;tr|G5E8Q4|G5E8Q4_MOUSE;sp|Q9QX11|CYH1_MOUSE;sp|O08967|CYH3_MOUSE;tr|Q3TZ02|Q3TZ02_MOUSE;tr|A2A517|A2A517_MOUSE,tr|A0A1B0GRX7|A0A1B0GRX7_MOUSE;tr|Q99KH2|Q99KH2_MOUSE;sp|P63034|CYH2_MOUSE;tr|A0A1B0GRZ2|A0A1B0GRZ2_MOUSE;tr|A0A1B0GRM7|A0A1B0GRM7_MOUSE;tr|A0A1Y7VIW9|A0A1Y7VIW9_MOUSE;tr|A0A1B0GRB2|A0A1B0GRB2_MOUSE;tr|A0A1B0GRB8|A0A1B0GRB8_MOUSE;tr|G5E8Q4|G5E8Q4_MOUSE;sp|Q9QX11|CYH1_MOUSE;sp|O08967|CYH3_MOUSE;tr|Q3TZ02|Q3TZ02_MOUSE;tr|A2A517|A2A517_MOUSE,2;2;2;1;1;1;1;1;1;1;1;1;1,2;2;2;1;1;1;1;1;1;1;1;1;1,2;2;2;1;1;1;1;1;1;1;1;1;1,tr|A0A1B0GRX7|A0A1B0GRX7_MOUSE Cytohesin-2 OS=Mus musculus OX=10090 GN=Cyth2 PE=1 SV=1;tr|Q99KH2|Q99KH2_MOUSE Cytohesin-2 OS=Mus musculus OX=10090 GN=Cyth2 PE=1 SV=1;sp|P63034|CYH2_MOUSE Cytohesin-2 OS=Mus musculus OX=10090 GN=Cyth2 PE=1 SV=2;tr|A0A1B0GRZ2,13,2,2,2,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,8.4,8.4,8.4,44.655,383,383;399;400;124;166;202;283;292;351;398;399;400;460,0.00061275,3.5317,0.0,0.0,0.0,2.9,5.5,2.9,0.0,2.9,0.0,14485000,0,0,0,3644300,3382000,4287300,0,3171700,0,18,804740.0,0.0,0.0,0.0,202460.0,187890.0,238190.0,0.0,176210.0,0.0,0,0,0,0,2521100,0,0,0,0,0,0,0,1,1,1,0,1,0,4,,,,614,4041;6333,True;True,4349;6866,21311;21312;21313;34744,23523;23524;23525;38736,23523;38736,,,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,2,tr|A0A1B0GRX7|A0A1B0GRX7_MOUSE,tr|A0A1B0GRX7|A0A1B0GRX7_MOUSE Cytohesin-2,202460.0,238190.0,176210.0,187890.0,0.0,0.0,201187.5,55.0
1282,sp|Q8BWB6|STEA2_MOUSE;tr|D3Z1C4|D3Z1C4_MOUSE;tr|D3YUM6|D3YUM6_MOUSE,sp|Q8BWB6|STEA2_MOUSE;tr|D3Z1C4|D3Z1C4_MOUSE;tr|D3YUM6|D3YUM6_MOUSE,4;4;3,4;4;3,4;4;3,sp|Q8BWB6|STEA2_MOUSE Metalloreductase STEAP2 OS=Mus musculus OX=10090 GN=Steap2 PE=1 SV=1;tr|D3Z1C4|D3Z1C4_MOUSE Metalloreductase STEAP2 (Fragment) OS=Mus musculus OX=10090 GN=Steap2 PE=1 SV=1;tr|D3YUM6|D3YUM6_MOUSE Metalloreductase STEAP2 OS=Mus musculus,3,4,4,4,0,0,0,3,2,2,1,0,0,0,0,0,3,2,2,1,0,0,0,0,0,3,2,2,1,0,0,10.8,10.8,10.8,55.76,489,489;458;402,0.0,5.2408,0.0,0.0,0.0,9.2,4.9,4.9,3.3,0.0,0.0,20110000,0,0,0,3940900,4953000,7633200,3583300,0,0,27,744830.0,0.0,0.0,0.0,145960.0,183440.0,282710.0,132720.0,0.0,0.0,0,0,0,2929400,4703600,0,0,0,0,0,0,0,3,3,2,1,0,0,9,,,,1282,307;2381;3038;10154,True;True;True;True,323;2565;3270;11283,1377;12471;12472;15787;57343;57344;57345;57346,1484;13763;13764;17399;64481;64482;64483;64484;64485,1484;13764;17399;64482,,,,,,,-1;-1;-1,4,sp|Q8BWB6|STEA2_MOUSE,Metalloreductase STEAP2,145960.0,282710.0,0.0,183440.0,132720.0,0.0,186207.5,56.0
77,tr|F6Y3V0|F6Y3V0_MOUSE;tr|F6S1X8|F6S1X8_MOUSE;sp|A2A8L5|PTPRF_MOUSE,tr|F6Y3V0|F6Y3V0_MOUSE;tr|F6S1X8|F6S1X8_MOUSE;sp|A2A8L5|PTPRF_MOUSE,6;6;6,6;6;6,4;4;4,tr|F6Y3V0|F6Y3V0_MOUSE Receptor-type tyrosine-protein phosphatase F (Fragment) OS=Mus musculus OX=10090 GN=Ptprf PE=1 SV=1;tr|F6S1X8|F6S1X8_MOUSE Receptor-type tyrosine-protein phosphatase F (Fragment) OS=Mus musculus OX=10090 GN=Ptprf PE=1 SV=1;sp|A2A8L5|,3,6,6,4,0,0,0,6,6,5,1,4,0,0,0,0,6,6,5,1,4,0,0,0,0,4,4,4,1,3,0,7.7,7.7,5.6,145.38,1291,1291;1332;1898,0.0,20.653000000000002,0.0,0.0,0.0,7.7,7.7,6.4,1.2,4.3,0.0,57317000,0,0,0,11690000,17267000,17921000,829150,9608900,0,68,842890.0,0.0,0.0,0.0,171920.0,253930.0,263540.0,12193.0,141310.0,0.0,0,0,0,9881600,10823000,8631400,0,8008600,0,0,0,0,6,6,5,1,4,0,22,,,,77,1541;3498;4561;12412;12491;14559,True;True;True;True;True;True,1672;3776;4911;13847;13933;16178,8391;8392;8393;8394;18341;18342;18343;24113;24114;69582;69583;69584;69585;70097;70098;70099;70100;70101;81525;81526;81527;81528,9344;9345;9346;9347;20249;20250;20251;26522;26523;77899;77900;77901;77902;78525;78526;78527;78528;78529;91253;91254;91255;91256,9344;20251;26522;77899;78528;91254,,,,,,,-1;-1;-1,4,tr|F6Y3V0|F6Y3V0_MOUSE,tr|F6Y3V0|F6Y3V0_MOUSE Receptor-type tyrosine-protein phosphatase F (Fragment),171920.0,263540.0,141310.0,253930.0,12193.0,0.0,168578.6,57.0
2064,sp|Q9Z1Z0|USO1_MOUSE;tr|A0A0J9YUG0|A0A0J9YUG0_MOUSE,sp|Q9Z1Z0|USO1_MOUSE,6;2,6;2,6;2,sp|Q9Z1Z0|USO1_MOUSE General vesicular transport factor p115 OS=Mus musculus OX=10090 GN=Uso1 PE=1 SV=2,2,6,6,6,0,0,0,3,2,5,1,2,0,0,0,0,3,2,5,1,2,0,0,0,0,3,2,5,1,2,0,8.4,8.4,8.4,106.98,959,959;74,0.0,6.3998,0.0,0.0,0.0,4.3,3.2,7.1,1.1,2.5,0.0,27350000,0,0,0,1792600,3878300,19695000,0,1983400,0,44,621580.0,0.0,0.0,0.0,40741.0,88142.0,447620.0,0.0,45078.0,0.0,0,0,0,0,4666300,5608900,0,0,0,0,0,0,3,2,4,1,2,0,12,,,,2064,4596;6058;9175;12095;12583;13172,True;True;True;True;True;True,4949;4950;6571;10088;13490;14033;14666,24298;24299;24300;33406;33407;51495;67741;70636;73771;73772;73773;73774;73775,26738;26739;26740;37291;37292;58127;75828;79154;82627;82628;82629;82630;82631,26739;37291;58127;75828;79154;82631,,,739,,,8,-1;-1,6,sp|Q9Z1Z0|USO1_MOUSE,General vesicular transport factor p115,40741.0,447620.0,45078.0,88142.0,0.0,0.0,155395.25,58.0
197,sp|O54988|SLK_MOUSE,sp|O54988|SLK_MOUSE,6,6,5,sp|O54988|SLK_MOUSE STE20-like serine/threonine-protein kinase OS=Mus musculus OX=10090 GN=Slk PE=1 SV=2,1,6,6,5,0,0,0,2,3,4,2,0,0,0,0,0,2,3,4,2,0,0,0,0,0,2,2,3,2,0,0,7.5,7.5,6.7,141.46,1233,1233,0.0,22.362,0.0,0.0,0.0,2.4,3.8,4.1,2.3,0.0,0.0,35236000,0,0,0,2719500,8480700,16526000,7509800,0,0,59,597220.0,0.0,0.0,0.0,46093.0,143740.0,280100.0,127290.0,0.0,0.0,0,0,0,0,5715800,5257400,4536100,0,0,0,0,0,2,3,5,2,0,0,12,,,,197,418;634;5623;6797;7469;11844,True;True;True;True;True;True,450;684;6076;7367;8098;13222,2184;3364;30405;30406;30407;30408;37337;37338;41171;66120;66121,2554;3847;33634;33635;33636;33637;41464;41465;41466;45744;73965;73966,2554;3847;33634;41466;45744;73965,,,,,,,-1,5,sp|O54988|SLK_MOUSE,STE20-like serine/threonine-protein kinase,46093.0,280100.0,0.0,143740.0,127290.0,0.0,149305.75,59.0
1384,sp|Q8CIN4|PAK2_MOUSE;tr|A0A0U1RQ87|A0A0U1RQ87_MOUSE;tr|A3KGC3|A3KGC3_MOUSE;tr|S4R2K7|S4R2K7_MOUSE;tr|A3KGC4|A3KGC4_MOUSE,sp|Q8CIN4|PAK2_MOUSE,4;1;1;1;1,4;1;1;1;1,3;0;0;0;0,sp|Q8CIN4|PAK2_MOUSE Serine/threonine-protein kinase PAK 2 OS=Mus musculus OX=10090 GN=Pak2 PE=1 SV=1,5,4,4,3,0,0,0,1,2,2,1,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,2,1,0,0,0,14.5,14.5,12.8,57.93,524,524;118;155;178;195,0.0,3.7686,0.0,0.0,0.0,5.9,9.7,4.8,1.7,0.0,0.0,15271000,0,0,0,2446600,6212700,3593700,3018100,0,0,26,587350.0,0.0,0.0,0.0,94098.0,238950.0,138220.0,116080.0,0.0,0.0,0,0,0,0,4631100,0,0,0,0,0,0,0,1,2,1,1,0,0,5,,,,1384,4423;7759;11011;12073,True;True;True;True,4764;8407;12318;13466,23416;23417;42724;42725;61825;67604,25786;25787;47520;47521;69382;75686,25787;47521;69382;75686,,,,,,,-1;-1;-1;-1;-1,3,sp|Q8CIN4|PAK2_MOUSE,Serine/threonine-protein kinase PAK 2,94098.0,138220.0,0.0,238950.0,116080.0,0.0,146837.0,60.0
1411,sp|Q8K1S3|UNC5B_MOUSE,sp|Q8K1S3|UNC5B_MOUSE,5,5,5,sp|Q8K1S3|UNC5B_MOUSE Netrin receptor UNC5B OS=Mus musculus OX=10090 GN=Unc5b PE=1 SV=1,1,5,5,5,0,0,0,2,5,3,1,0,0,0,0,0,2,5,3,1,0,0,0,0,0,2,5,3,1,0,0,8.8,8.8,8.8,103.74,945,945,0.0,9.5159,0.0,0.0,0.0,3.7,8.8,3.8,0.8,0.0,0.0,25831000,0,0,0,1559100,10028000,12163000,2081400,0,0,44,587080.0,0.0,0.0,0.0,35433.0,227920.0,276430.0,47304.0,0.0,0.0,0,0,0,0,6537100,5498400,0,0,0,0,0,0,1,3,2,1,0,0,7,,,,1411,1044;1927;8301;10955;12228,True;True;True;True;True,1135;2082;8995;12254;13645,5569;5570;10291;10292;10293;45574;45575;61566;61567;61568;68581,6253;6254;11381;11382;11383;50738;50739;69084;69085;69086;76747,6254;11381;50738;69084;76747,507,,,569,,,-1,5,sp|Q8K1S3|UNC5B_MOUSE,Netrin receptor UNC5B,35433.0,276430.0,0.0,227920.0,47304.0,0.0,146771.75,61.0
2092,tr|A0A0N4SW73|A0A0N4SW73_MOUSE;sp|Q8R361|RFIP5_MOUSE,tr|A0A0N4SW73|A0A0N4SW73_MOUSE;sp|Q8R361|RFIP5_MOUSE,6;5,6;5,6;5,tr|A0A0N4SW73|A0A0N4SW73_MOUSE Rab11 family-interacting protein 5 OS=Mus musculus OX=10090 GN=Rab11fip5 PE=1 SV=1;sp|Q8R361|RFIP5_MOUSE Rab11 family-interacting protein 5 OS=Mus musculus OX=10090 GN=Rab11fip5 PE=1 SV=2,2,6,6,6,0,0,0,4,3,2,2,1,0,0,0,0,4,3,2,2,1,0,0,0,0,4,3,2,2,1,0,7.4,7.4,7.4,139.55,1318,1318;645,0.0,17.512,0.0,0.0,0.0,5.2,4.3,2.3,3.0,1.4,0.0,38510000,0,0,0,4607400,8253300,10819000,12452000,2377900,0,53,726600.0,0.0,0.0,0.0,86931.0,155720.0,204130.0,234940.0,44867.0,0.0,0,0,0,5171800,5666300,0,4881400,0,0,0,0,0,4,3,2,3,1,0,13,,,,2092,574;1153;1420;4438;4462;11850,True;True;True;True;True;True,621;1252;1541;4781;4807;13228,3070;3071;3072;3073;6074;7655;23493;23494;23495;23626;23627;66144,3535;3536;3537;3538;3539;6793;8532;25867;25868;25869;26006;26007;73989,3537;6793;8532;25868;26006;73989,,,,,,,-1;-1,6,tr|A0A0N4SW73|A0A0N4SW73_MOUSE,tr|A0A0N4SW73|A0A0N4SW73_MOUSE Rab11 family-interacting protein 5,86931.0,204130.0,44867.0,155720.0,234940.0,0.0,145317.6,62.0
107,tr|E9PUQ9|E9PUQ9_MOUSE;tr|F7AC58|F7AC58_MOUSE;sp|E2JF22|PIEZ1_MOUSE;tr|F6PYU5|F6PYU5_MOUSE;tr|F6QY99|F6QY99_MOUSE,tr|E9PUQ9|E9PUQ9_MOUSE;tr|F7AC58|F7AC58_MOUSE;sp|E2JF22|PIEZ1_MOUSE,10;10;10;2;1,10;10;10;2;1,10;10;10;2;1,tr|E9PUQ9|E9PUQ9_MOUSE Piezo-type mechanosensitive ion channel component OS=Mus musculus OX=10090 GN=Piezo1 PE=1 SV=1;tr|F7AC58|F7AC58_MOUSE Piezo-type mechanosensitive ion channel component OS=Mus musculus OX=10090 GN=Piezo1 PE=1 SV=2;sp|E2JF22|PIEZ1_MOUS,5,10,10,10,0,0,0,2,8,4,6,1,0,0,0,0,2,8,4,6,1,0,0,0,0,2,8,4,6,1,0,6.0,6.0,6.0,291.99,2546,2546;2547;2547;1085;1003,0.0,17.612000000000002,0.0,0.0,0.0,1.4,4.9,2.0,3.7,0.4,0.0,68439000,0,0,0,4823300,22004000,14694000,26353000,565490,0,97,705550.0,0.0,0.0,0.0,49724.0,226840.0,151480.0,271680.0,5829.8,0.0,0,0,0,7621300,11544000,8317400,9748400,0,0,0,0,0,2,9,4,6,1,0,22,,,,107,279;842;2869;3555;4358;4493;5588;7130;8542;10169,True;True;True;True;True;True;True;True;True;True,293;923;3086;3835;4692;4840;6034;7735;9257;11304,1258;4552;4553;4554;4555;14847;14848;14849;18591;22990;22991;22992;22993;23808;23809;30190;39247;39248;39249;47081;47082;57399,1356;5200;5201;5202;5203;16312;16313;16314;20513;25314;25315;25316;25317;26204;26205;33387;43518;43519;43520;52352;52353;64540,1356;5203;16312;20513;25314;26205;33387;43520;52352;64540,,,,,,,-1;-1;-1;-1;-1,10,tr|E9PUQ9|E9PUQ9_MOUSE,tr|E9PUQ9|E9PUQ9_MOUSE Piezo-type mechanosensitive ion channel component,49724.0,151480.0,5829.8,226840.0,271680.0,0.0,141110.76,63.0
226,tr|A0A067XG53|A0A067XG53_MOUSE;sp|O70589|CSKP_MOUSE;tr|F6ZQR2|F6ZQR2_MOUSE;tr|B1AUH5|B1AUH5_MOUSE,tr|A0A067XG53|A0A067XG53_MOUSE;sp|O70589|CSKP_MOUSE;tr|F6ZQR2|F6ZQR2_MOUSE,4;4;2;1,4;4;2;1,4;4;2;1,tr|A0A067XG53|A0A067XG53_MOUSE Peripheral plasma membrane protein CASK (Fragment) OS=Mus musculus OX=10090 GN=Cask PE=1 SV=1;sp|O70589|CSKP_MOUSE Peripheral plasma membrane protein CASK OS=Mus musculus OX=10090 GN=Cask PE=1 SV=2;tr|F6ZQR2|F6ZQR2_MOUSE Peri,4,4,4,4,0,0,0,1,3,1,3,0,0,0,0,0,1,3,1,3,0,0,0,0,0,1,3,1,3,0,0,5.4,5.4,5.4,99.226,871,871;926;249;155,0.0,6.5902,0.0,0.0,0.0,1.3,3.9,1.3,3.8,0.0,0.0,23618000,0,0,0,785310,6864200,3550800,12418000,0,0,43,549250.0,0.0,0.0,0.0,18263.0,159630.0,82576.0,288780.0,0.0,0.0,0,0,0,0,4644500,0,5418600,0,0,0,0,0,1,4,1,3,0,0,9,,,,226,2849;3549;3698;6056,True;True;True;True,3064;3829;3989;6569,14751;14752;18567;19474;19475;19476;19477;19478;33398,16208;16209;20489;21562;21563;21564;21565;21566;37283,16208;20489;21564;37283,,,,,,,-1;-1;-1;-1,4,tr|A0A067XG53|A0A067XG53_MOUSE,tr|A0A067XG53|A0A067XG53_MOUSE Peripheral plasma membrane protein CASK (Fragment),18263.0,82576.0,0.0,159630.0,288780.0,0.0,137312.25,64.0
1986,sp|Q9QZD9|EIF3I_MOUSE;tr|A2AE03|A2AE03_MOUSE,sp|Q9QZD9|EIF3I_MOUSE;tr|A2AE03|A2AE03_MOUSE,4;2,4;2,4;2,sp|Q9QZD9|EIF3I_MOUSE Eukaryotic translation initiation factor 3 subunit I OS=Mus musculus OX=10090 GN=Eif3i PE=1 SV=1;tr|A2AE03|A2AE03_MOUSE Eukaryotic translation initiation factor 3 subunit I (Fragment) OS=Mus musculus OX=10090 GN=Eif3i PE=1 SV=1,2,4,4,4,0,0,0,2,2,2,1,1,0,0,0,0,2,2,2,1,1,0,0,0,0,2,2,2,1,1,0,19.7,19.7,19.7,36.46,325,325;165,0.0,5.545,0.0,0.0,0.0,6.5,14.2,6.5,3.7,3.7,0.0,12227000,0,0,0,2395400,3468700,3989400,1446200,927730,0,19,643540.0,0.0,0.0,0.0,126070.0,182560.0,209970.0,76115.0,48828.0,0.0,0,0,0,2395400,0,0,0,0,0,0,0,0,2,2,2,1,1,0,8,,,,1986,10064;11198;12166;12347,True;True;True;True,11164;12515;13569;13775,56796;62675;68167;68168;68169;68170;68171;69228,63901;70272;76279;76280;76281;76282;76283;77479,63901;70272;76280;77479,,,,,,,-1;-1,4,sp|Q9QZD9|EIF3I_MOUSE,Eukaryotic translation initiation factor 3 subunit I,126070.0,209970.0,48828.0,182560.0,76115.0,0.0,128708.6,65.0
227,tr|A7E1Z5|A7E1Z5_MOUSE;sp|O88343|S4A4_MOUSE;tr|E9Q8N8|E9Q8N8_MOUSE;tr|A0A668KM61|A0A668KM61_MOUSE,tr|A7E1Z5|A7E1Z5_MOUSE;sp|O88343|S4A4_MOUSE;tr|E9Q8N8|E9Q8N8_MOUSE;tr|A0A668KM61|A0A668KM61_MOUSE,2;2;2;2,2;2;2;2,2;2;2;2,tr|A7E1Z5|A7E1Z5_MOUSE Anion exchange protein OS=Mus musculus OX=10090 GN=Slc4a4 PE=1 SV=1;sp|O88343|S4A4_MOUSE Electrogenic sodium bicarbonate cotransporter 1 OS=Mus musculus OX=10090 GN=Slc4a4 PE=1 SV=2;tr|E9Q8N8|E9Q8N8_MOUSE Anion exchange protein OS=Mu,4,2,2,2,0,0,0,1,1,1,2,0,0,0,0,0,1,1,1,2,0,0,0,0,0,1,1,1,2,0,0,2.8,2.8,2.8,120.46,1070,1070;1079;1094;1111,0.0,3.9501,0.0,0.0,0.0,1.6,1.6,1.6,2.8,0.0,0.0,19827000,0,0,0,2362400,4680200,6234700,6550000,0,0,40,495680.0,0.0,0.0,0.0,59059.0,117000.0,155870.0,163750.0,0.0,0.0,0,0,0,0,0,0,2609000,0,0,0,0,0,1,1,1,3,0,0,6,,,,227,485;8780,True;True,521;9544,2545;2546;2547;2548;48498,2937;2938;2939;2940;2941;53977,2939;53977,,,,,,,-1;-1;-1;-1,2,tr|A7E1Z5|A7E1Z5_MOUSE,tr|A7E1Z5|A7E1Z5_MOUSE Anion exchange protein,59059.0,155870.0,0.0,117000.0,163750.0,0.0,123919.75,66.0
